source_folder,source_image,target_image,classification,reviewed_matches_dirname,notes
3605-013372-1,3605-013372-1.jpg,North China Magazine 1942-1-12_Page_006_(2).jpg,Positive,Matches,
3605-013451-0,3605-013451-0.jpg,North China Magazine 1939-6-12_Page_076.jpg,Negative,Matches,
3605-013451-0,3605-013451-0.jpg,North China Magazine 1941-1-12_Page_562.jpg,Negative,Matches,
3605-013461-0,3605-013461-0.jpg,North China Magazine 1940-1-12_Page_021_(3).jpg,Positive,Matches,
3605-013462-0,3605-013462-0.jpg,North China Magazine 1941-1-12_Page_013_(2).jpg,Positive,Matches,
3605-013463-1,3605-013463-1.jpg,North China Magazine 1941-1-12_Page_013_(2).jpg,Positive,Matches,
3605-013464-0,3605-013464-0.jpg,North China Magazine 1940-1-12_Page_191_(10).jpg,Positive,Matches,
3605-013483-0,3605-013483-0.jpg,North China Magazine 1939-6-12_Page_020_(1).jpg,Negative,Matches,
3605-013487-0,3605-013487-0.jpg,North China Magazine 1939-6-12_Page_020_(1).jpg,Positive,Matches,
3605-013520-0,3605-013520-0.jpg,North China Magazine 1939-6-12_Page_020_(2).jpg,Positive,Matches,
3605-013523-0,3605-013523-0.jpg,North China Magazine 1941-1-12_Page_008_(3).jpg,Positive,Matches,
3605-013529-0,3605-013529-0.jpg,North China Magazine 1940-1-12_Page_080_(3).jpg,Negative,Matches,
3605-013532-0,3605-013532-0.jpg,North China Magazine 1940-1-12_Page_081_(1).jpg,Positive,Matches,
3605-013586-0,3605-013586-0.jpg,North China Magazine 1940-1-12_Page_442_(2).jpg,Negative,Matches,
3605-013623-1,3605-013623-1.jpg,North China Magazine 1941-1-12_Page_020_(3).jpg,Positive,Matches,
3605-013623-2,3605-013623-2.jpg,North China Magazine 1941-1-12_Page_020_(3).jpg,Positive,Matches,
3605-013624-0,3605-013624-0.jpg,North China Magazine 1941-1-12_Page_020_(2).jpg,Positive,Matches,
3605-013630-0,3605-013630-0.jpg,North China Magazine 1941-1-12_Page_020_(5).jpg,Positive,Matches,
3605-013631-1,3605-013631-1.jpg,North China Magazine 1941-1-12_Page_020_(1).jpg,Positive,Matches,
3605-013631-2,3605-013631-2.jpg,North China Magazine 1941-1-12_Page_020_(1).jpg,Positive,Matches,
3605-013642-0,3605-013642-0.jpg,North China Magazine 1942-1-12_Page_130_(1).jpg,Negative,Matches,
3605-013648-0,3605-013648-0.jpg,North China Magazine 1940-1-12_Page_022_(2).jpg,Positive,Matches,
3605-013654-0,3605-013654-0.jpg,North China Magazine 1940-1-12_Page_119_(2).jpg,Positive,Matches,
3605-013667-0,3605-013667-0.jpg,North China Magazine 1940-1-12_Page_023_(1).jpg,Positive,Matches,
3605-013711-0,3605-013711-0.jpg,North China Magazine 1939-6-12_Page_015_(2).jpg,Negative,Matches,
3605-013711-0,3605-013711-0.jpg,North China Magazine 1939-6-12_Page_109.jpg,Negative,Matches,
3605-013712-0,3605-013712-0.jpg,North China Magazine 1939-6-12_Page_015_(2).jpg,Negative,Matches,
3605-013713-0,3605-013713-0.jpg,North China Magazine 1939-6-12_Page_015_(2).jpg,Negative,Matches,
3605-013715-0,3605-013715-0.jpg,North China Magazine 1941-1-12_Page_080.jpg,Positive,Matches,
3605-013716-1,3605-013716-1.jpg,North China Magazine 1940-1-12_Page_068_(2).jpg,Positive,Matches,
3605-013734-0,3605-013734-0.jpg,North China Magazine 1939-6-12_Page_350_(2).jpg,Positive,Matches,
3605-013757-0,3605-013757-0.jpg,North China Magazine 1940-1-12_Page_080_(3).jpg,Negative,Matches,
3605-013817-1,3605-013817-1.jpg,North China Magazine 1942-1-12_Page_272.jpg,Negative,Matches,
3605-013850-0,3605-013850-0.jpg,North China Magazine 1939-6-12_Page_167.jpg,Positive,Matches,
3605-013859-0,3605-013859-0.jpg,North China Magazine 1939-6-12_Page_165_(5).jpg,Positive,Matches,
3605-013860-0,3605-013860-0.jpg,North China Magazine 1939-6-12_Page_167.jpg,Negative,Matches,
3605-013862-0,3605-013862-0.jpg,North China Magazine 1940-1-12_Page_080_(1).jpg,Positive,Matches,
3605-013869-0,3605-013869-0.jpg,North China Magazine 1940-1-12_Page_080_(2).jpg,Positive,Matches,
3605-013917-1,3605-013917-1.jpg,North China Magazine 1940-1-12_Page_442_(2).jpg,Negative,Matches,
3605-013972-0,3605-013972-0.jpg,North China Magazine 1939-6-12_Page_161_(1).jpg,Negative,Matches,
3605-013998-0,3605-013998-0.jpg,North China Magazine 1941-1-12_Page_115.jpg,Negative,Matches,
3605-014014-0,3605-014014-0.jpg,North China Magazine 1939-6-12_Page_012_(3).jpg,Negative,Matches,
3605-014016-0,3605-014016-0.jpg,North China Magazine 1939-6-12_Page_012_(1).jpg,Positive,Matches,
3605-014028-1,3605-014028-1.jpg,North China Magazine 1939-6-12_Page_013.jpg,Positive,Matches,
3605-014028-2,3605-014028-2.jpg,North China Magazine 1939-6-12_Page_013.jpg,Positive,Matches,
3605-014031-0,3605-014031-0.jpg,North China Magazine 1939-6-12_Page_012_(2).jpg,Positive,Matches,
3605-014033-0,3605-014033-0.jpg,North China Magazine 1939-6-12_Page_012_(3).jpg,Negative,Matches,
3605-014034-0,3605-014034-0.jpg,North China Magazine 1939-6-12_Page_012_(3).jpg,Positive,Matches,
3605-014048-0,3605-014048-0.jpg,North China Magazine 1942-1-12_Page_441_(2).jpg,Positive,Matches,
3605-014051-0,3605-014051-0.jpg,North China Magazine 1941-1-12_Page_348.jpg,Negative,Matches,
3605-014051-0,3605-014051-0.jpg,North China Magazine 1942-1-12_Page_432.jpg,Negative,Matches,
3605-014080-0,3605-014080-0.jpg,North China Magazine 1940-1-12_Page_278.jpg,Negative,Matches,
3605-014080-0,3605-014080-0.jpg,North China Magazine 1940-1-12_Page_442_(2).jpg,Negative,Matches,
3605-014083-0,3605-014083-0.jpg,North China Magazine 1940-1-12_Page_615_(4).jpg,Positive,Matches,
3605-014088-0,3605-014088-0.jpg,North China Magazine 1940-1-12_Page_236_(2).jpg,Positive,Matches,
3605-014092-0,3605-014092-0.jpg,North China Magazine 1942-1-12_Page_109.jpg,Negative,Matches,
3605-014093-0,3605-014093-0.jpg,North China Magazine 1940-1-12_Page_237_(2).jpg,Negative,Matches,
3605-014093-0,3605-014093-0.jpg,North China Magazine 1941-1-12_Page_161.jpg,Negative,Matches,
3605-014116-0,3605-014116-0.jpg,North China Magazine 1939-6-12_Page_161_(1).jpg,Negative,Matches,
3605-014117-0,3605-014117-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Negative,Matches,
3605-014119-0,3605-014119-0.jpg,North China Magazine 1939-6-12_Page_163_(1).jpg,Negative,Matches,
3605-014125-0,3605-014125-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Negative,Matches,
3605-014126-0,3605-014126-0.jpg,North China Magazine 1939-6-12_Page_161_(1).jpg,Negative,Matches,
3605-014128-0,3605-014128-0.jpg,North China Magazine 1939-6-12_Page_161_(1).jpg,Negative,Matches,
3605-014129-0,3605-014129-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Positive,Matches,
3605-014130-0,3605-014130-0.jpg,North China Magazine 1939-6-12_Page_161_(1).jpg,Negative,Matches,
3605-014133-0,3605-014133-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Negative,Matches,
3605-014134-0,3605-014134-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Negative,Matches,
3605-014135-0,3605-014135-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Negative,Matches,
3605-014136-0,3605-014136-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Negative,Matches,
3605-014183-0,3605-014183-0.jpg,North China Magazine 1942-1-12_Page_034.jpg,Positive,Matches,
3605-014189-0,3605-014189-0.jpg,North China Magazine 1939-6-12_Page_015_(1).jpg,Negative,Matches,
3605-014207-0,3605-014207-0.jpg,North China Magazine 1942-1-12_Page_132.jpg,Positive,Matches,
3605-014210-0,3605-014210-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014210-0,3605-014210-0.jpg,North China Magazine 1940-1-12_Page_618_(2).jpg,Negative,Matches,
3605-014210-0,3605-014210-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014210-0,3605-014210-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014210-0,3605-014210-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014210-0,3605-014210-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014211-0,3605-014211-0.jpg,North China Magazine 1941-1-12_Page_455_(2).jpg,Negative,Matches,
3605-014212-0,3605-014212-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014212-0,3605-014212-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014224-0,3605-014224-0.jpg,North China Magazine 1939-6-12_Page_166_(2).jpg,Positive,Matches,
3605-014226-0,3605-014226-0.jpg,North China Magazine 1939-6-12_Page_161_(3).jpg,Negative,Matches,
3605-014226-0,3605-014226-0.jpg,North China Magazine 1940-1-12_Page_162.jpg,Negative,Matches,
3605-014232-0_(1),3605-014232-0_(1).jpg,North China Magazine 1941-1-12_Page_115.jpg,Negative,Matches,
3605-014233-2,3605-014233-2.jpg,North China Magazine 1942-1-12_Page_233.jpg,Negative,Matches,
3605-014247-0,3605-014247-0.jpg,North China Magazine 1941-1-12_Page_181_(2).jpg,Negative,Matches,
3605-014247-0,3605-014247-0.jpg,North China Magazine 1942-1-12_Page_122_(2).jpg,Negative,Matches,
3605-014248-0,3605-014248-0.jpg,North China Magazine 1941-1-12_Page_181_(2).jpg,Negative,Matches,
3605-014248-0,3605-014248-0.jpg,North China Magazine 1942-1-12_Page_122_(2).jpg,Negative,Matches,
3605-014251-0,3605-014251-0.jpg,North China Magazine 1942-1-12_Page_193_(1).jpg,Positive,Matches,
3605-014253-0,3605-014253-0.jpg,North China Magazine 1942-1-12_Page_193_(1).jpg,Negative,Matches,
3605-014264-0,3605-014264-0.jpg,North China Magazine 1939-6-12_Page_066_(1).jpg,Positive,Matches,
3605-014275-0,3605-014275-0.jpg,North China Magazine 1939-6-12_Page_030_(3).jpg,Negative,Matches,
3605-014275-0,3605-014275-0.jpg,North China Magazine 1939-6-12_Page_173_(1).jpg,Negative,Matches,
3605-014295-0_(1),3605-014295-0_(1).jpg,North China Magazine 1940-1-12_Page_510_(3).jpg,Negative,Matches,
3605-014296-0,3605-014296-0.jpg,North China Magazine 1940-1-12_Page_510_(3).jpg,Negative,Matches,
3605-014313-0,3605-014313-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014313-0,3605-014313-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014313-0,3605-014313-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014313-0,3605-014313-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014313-0,3605-014313-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014314-0,3605-014314-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014314-0,3605-014314-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014314-0,3605-014314-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014315-0,3605-014315-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014315-0,3605-014315-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014315-0,3605-014315-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014315-0,3605-014315-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014316-0,3605-014316-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014316-0,3605-014316-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014316-0,3605-014316-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014316-0,3605-014316-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014316-0,3605-014316-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014317-0,3605-014317-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014317-0,3605-014317-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014317-0,3605-014317-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014317-0,3605-014317-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014317-0,3605-014317-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014319-0,3605-014319-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014319-0,3605-014319-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014319-0,3605-014319-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014319-0,3605-014319-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014319-0,3605-014319-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014378-0,3605-014378-0.jpg,North China Magazine 1941-1-12_Page_115.jpg,Negative,Matches,
3605-014380-0,3605-014380-0.jpg,North China Magazine 1940-1-12_Page_278.jpg,Negative,Matches,
3605-014381-0,3605-014381-0.jpg,North China Magazine 1940-1-12_Page_278.jpg,Negative,Matches,
3605-014428-0,3605-014428-0.jpg,North China Magazine 1940-1-12_Page_349_(1).jpg,Negative,Matches,
3605-014451-0,3605-014451-0.jpg,North China Magazine 1941-1-12_Page_020_(4).jpg,Positive,Matches,
3605-014486-0,3605-014486-0.jpg,North China Magazine 1939-6-12_Page_164_(2).jpg,Positive,Matches,
3605-014488-0,3605-014488-0.jpg,North China Magazine 1939-6-12_Page_164_(1).jpg,Positive,Matches,
3605-014492-0,3605-014492-0.jpg,North China Magazine 1942-1-12_Page_228.jpg,Negative,Matches,
3605-014500-0,3605-014500-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014500-0,3605-014500-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014500-0,3605-014500-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014500-0,3605-014500-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014500-0,3605-014500-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014501-0,3605-014501-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014511-0,3605-014511-0.jpg,North China Magazine 1940-1-12_Page_278.jpg,Negative,Matches,
3605-014529-0,3605-014529-0.jpg,North China Magazine 1939-6-12_Page_030_(3).jpg,Negative,Matches,
3605-014530-1,3605-014530-1.jpg,North China Magazine 1941-1-12_Page_455_(2).jpg,Negative,Matches,
3605-014530-1,3605-014530-1.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014531-0,3605-014531-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014531-0,3605-014531-0.jpg,North China Magazine 1940-1-12_Page_618_(2).jpg,Negative,Matches,
3605-014531-0,3605-014531-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014531-0,3605-014531-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014531-0,3605-014531-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014531-0,3605-014531-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014533-0,3605-014533-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014533-0,3605-014533-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014533-0,3605-014533-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014533-0,3605-014533-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014534-0,3605-014534-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014559-0,3605-014559-0.jpg,North China Magazine 1942-1-12_Page_231.jpg,Positive,Matches,
3605-014566-0,3605-014566-0.jpg,North China Magazine 1939-6-12_Page_030_(2).jpg,Positive,Matches,
3605-014575-0,3605-014575-0.jpg,North China Magazine 1940-1-12_Page_111.jpg,Negative,Matches,
3605-014575-0,3605-014575-0.jpg,North China Magazine 1941-1-12_Page_493.jpg,Negative,Matches,
3605-014575-0,3605-014575-0.jpg,North China Magazine 1942-1-12_Page_001.jpg,Negative,Matches,
3605-014575-0,3605-014575-0.jpg,North China Magazine 1942-1-12_Page_129_(2).jpg,Negative,Matches,
3605-014575-0,3605-014575-0.jpg,North China Magazine 1942-1-12_Page_223.jpg,Negative,Matches,
3605-014578-0,3605-014578-0.jpg,North China Magazine 1939-6-12_Page_030_(1).jpg,Positive,Matches,
3605-014586-0,3605-014586-0.jpg,North China Magazine 1939-6-12_Page_118_(2).jpg,Positive,Matches,
3605-014590-0,3605-014590-0.jpg,North China Magazine 1941-1-12_Page_455_(1).jpg,Negative,Matches,
3605-014590-0,3605-014590-0.jpg,North China Magazine 1942-1-12_Page_271_(3).jpg,Negative,Matches,
3605-014592-0,3605-014592-0.jpg,North China Magazine 1941-1-12_Page_455_(1).jpg,Negative,Matches,
3605-014592-0,3605-014592-0.jpg,North China Magazine 1942-1-12_Page_271_(3).jpg,Negative,Matches,
3605-014593-0,3605-014593-0.jpg,North China Magazine 1942-1-12_Page_271_(3).jpg,Negative,Matches,
3605-014594-0,3605-014594-0.jpg,North China Magazine 1942-1-12_Page_271_(3).jpg,Negative,Matches,
3605-014595-0,3605-014595-0.jpg,North China Magazine 1941-1-12_Page_455_(1).jpg,Negative,Matches,
3605-014595-0,3605-014595-0.jpg,North China Magazine 1942-1-12_Page_271_(3).jpg,Negative,Matches,
3605-014614-0,3605-014614-0.jpg,North China Magazine 1939-6-12_Page_030_(3).jpg,Negative,Matches,
3605-014614-0,3605-014614-0.jpg,North China Magazine 1939-6-12_Page_173_(1).jpg,Negative,Matches,
3605-014615-0_(1),3605-014615-0_(1).jpg,North China Magazine 1939-6-12_Page_173_(1).jpg,Negative,Matches,
3605-014633-0,3605-014633-0.jpg,North China Magazine 1939-6-12_Page_022_(2).jpg,Positive,Matches,
3605-014633-0,3605-014633-0.jpg,North China Magazine 1939-6-12_Page_023_(2).jpg,Positive,Matches,
3605-014639-0,3605-014639-0.jpg,North China Magazine 1940-1-12_Page_236_(1).jpg,Positive,Matches,
3605-014652-0,3605-014652-0.jpg,North China Magazine 1941-1-12_Page_236_(3).jpg,Positive,Matches,
3605-014657-0,3605-014657-0.jpg,North China Magazine 1939-6-12_Page_026_(3).jpg,Positive,Matches,
3605-014658-0,3605-014658-0.jpg,North China Magazine 1939-6-12_Page_026_(5).jpg,Positive,Matches,
3605-014659-0,3605-014659-0.jpg,North China Magazine 1939-6-12_Page_026_(4).jpg,Positive,Matches,
3605-014668-0,3605-014668-0.jpg,North China Magazine 1943-1-8_Page_124.jpg,Negative,Matches,
3605-014669-0,3605-014669-0.jpg,North China Magazine 1940-1-12_Page_510_(3).jpg,Negative,Matches,
3605-014669-0,3605-014669-0.jpg,North China Magazine 1940-1-12_Page_565_(2).jpg,Negative,Matches,
3605-014669-0,3605-014669-0.jpg,North China Magazine 1941-1-12_Page_431.jpg,Negative,Matches,
3605-014754-0,3605-014754-0.jpg,North China Magazine 1941-1-12_Page_536.jpg,Positive,Matches,
3605-014755-0,3605-014755-0.jpg,North China Magazine 1942-1-12_Page_331_(3).jpg,Positive,Matches,
3605-014780-0_(1),3605-014780-0_(1).jpg,North China Magazine 1939-6-12_Page_009_(2).jpg,Positive,Matches,
3605-014780-0_(1),3605-014780-0_(1).jpg,North China Magazine 1939-6-12_Page_009_(3).jpg,Positive,Matches,
3605-014786-0,3605-014786-0.jpg,North China Magazine 1939-6-12_Page_009_(1).jpg,Positive,Matches,
3605-014787-0,3605-014787-0.jpg,North China Magazine 1939-6-12_Page_009_(1).jpg,Negative,Matches,
3605-014789-0,3605-014789-0.jpg,North China Magazine 1939-6-12_Page_061_(2).jpg,Positive,Matches,
3605-014820-1_(1),3605-014820-1_(1).jpg,North China Magazine 1939-6-12_Page_009_(5).jpg,Positive,Matches,
3605-014825-1_(1),3605-014825-1_(1).jpg,North China Magazine 1941-1-12_Page_538.jpg,Negative,Matches,
3605-014826-0,3605-014826-0.jpg,North China Magazine 1939-6-12_Page_008.jpg,Negative,Matches,
3605-014826-0,3605-014826-0.jpg,North China Magazine 1941-1-12_Page_538.jpg,Negative,Matches,
3605-014827-0,3605-014827-0.jpg,North China Magazine 1939-6-12_Page_008.jpg,Negative,Matches,
3605-014827-0,3605-014827-0.jpg,North China Magazine 1941-1-12_Page_538.jpg,Positive,Matches,
3605-014831-0,3605-014831-0.jpg,North China Magazine 1943-1-8_Page_167.jpg,Positive,Matches,
3605-014838-1,3605-014838-1.jpg,North China Magazine 1941-1-12_Page_022.jpg,Positive,Matches,
3605-014841-0,3605-014841-0.jpg,North China Magazine 1942-1-12_Page_492_(1).jpg,Positive,Matches,
3605-014842-0,3605-014842-0.jpg,North China Magazine 1939-6-12_Page_271.jpg,Positive,Matches,
3605-014843-0,3605-014843-0.jpg,North China Magazine 1939-6-12_Page_271.jpg,Negative,Matches,
3605-014855-0,3605-014855-0.jpg,North China Magazine 1943-1-8_Page_281.jpg,Positive,Matches,
3605-014864-0,3605-014864-0.jpg,North China Magazine 1942-1-12_Page_492_(2).jpg,Positive,Matches,
3605-014886-0,3605-014886-0.jpg,North China Magazine 1942-1-12_Page_125_(2).jpg,Negative,Matches,
3605-014887-0,3605-014887-0.jpg,North China Magazine 1942-1-12_Page_125_(2).jpg,Positive,Matches,
3605-014893-0,3605-014893-0.jpg,North China Magazine 1940-1-12_Page_340.jpg,Positive,Matches,
3605-014894-1,3605-014894-1.jpg,North China Magazine 1941-1-12_Page_027.jpg,Positive,Matches,
3605-014897-0,3605-014897-0.jpg,North China Magazine 1939-6-12_Page_027_(6).jpg,Negative,Matches,
3605-014898-0,3605-014898-0.jpg,North China Magazine 1939-6-12_Page_027_(6).jpg,Positive,Matches,
3605-014899-0,3605-014899-0.jpg,North China Magazine 1939-6-12_Page_025.jpg,Negative,Matches,
3605-014900-0,3605-014900-0.jpg,North China Magazine 1939-6-12_Page_025.jpg,Negative,Matches,
3605-014900-0,3605-014900-0.jpg,North China Magazine 1941-1-12_Page_029.jpg,Negative,Matches,
3605-014901-0,3605-014901-0.jpg,North China Magazine 1941-1-12_Page_029.jpg,Positive,Matches,
3605-014902-1,3605-014902-1.jpg,North China Magazine 1939-6-12_Page_025.jpg,Negative,Matches,
3605-014902-1,3605-014902-1.jpg,North China Magazine 1941-1-12_Page_029.jpg,Negative,Matches,
3605-014902-2,3605-014902-2.jpg,North China Magazine 1941-1-12_Page_029.jpg,Negative,Matches,
3605-014903-0,3605-014903-0.jpg,North China Magazine 1941-1-12_Page_029.jpg,Negative,Matches,
3605-014904-0,3605-014904-0.jpg,North China Magazine 1939-6-12_Page_025.jpg,Negative,Matches,
3605-014904-0,3605-014904-0.jpg,North China Magazine 1941-1-12_Page_029.jpg,Negative,Matches,
3605-014905-0,3605-014905-0.jpg,North China Magazine 1939-6-12_Page_025.jpg,Negative,Matches,
3605-014905-0,3605-014905-0.jpg,North China Magazine 1941-1-12_Page_029.jpg,Negative,Matches,
3605-014906-0,3605-014906-0.jpg,North China Magazine 1939-6-12_Page_025.jpg,Positive,Matches,
3605-014907-0,3605-014907-0.jpg,North China Magazine 1941-1-12_Page_029.jpg,Negative,Matches,
3605-014908-0,3605-014908-0.jpg,North China Magazine 1939-6-12_Page_027_(4).jpg,Negative,Matches,
3605-014909-0,3605-014909-0.jpg,North China Magazine 1939-6-12_Page_027_(4).jpg,Negative,Matches,
3605-014910-0,3605-014910-0.jpg,North China Magazine 1939-6-12_Page_027_(4).jpg,Negative,Matches,
3605-014911-0,3605-014911-0.jpg,North China Magazine 1939-6-12_Page_027_(4).jpg,Negative,Matches,
3605-014912-0,3605-014912-0.jpg,North China Magazine 1939-6-12_Page_027_(4).jpg,Positive,Matches,
3605-014932-0,3605-014932-0.jpg,North China Magazine 1939-6-12_Page_028_(6).jpg,Positive,Matches,
3605-014933-0,3605-014933-0.jpg,North China Magazine 1939-6-12_Page_028_(6).jpg,Negative,Matches,
3605-014937-0,3605-014937-0.jpg,North China Magazine 1939-6-12_Page_028_(6).jpg,Negative,Matches,
3605-014975-0,3605-014975-0.jpg,North China Magazine 1939-6-12_Page_027_(5).jpg,Positive,Matches,
3605-014978-0,3605-014978-0.jpg,North China Magazine 1941-1-12_Page_236_(2).jpg,Positive,Matches,
3605-014980-0,3605-014980-0.jpg,North China Magazine 1939-6-12_Page_027_(1).jpg,Positive,Matches,
3605-014985-0,3605-014985-0.jpg,North China Magazine 1939-6-12_Page_028_(1).jpg,Positive,Matches,
3605-014989-0,3605-014989-0.jpg,North China Magazine 1939-6-12_Page_028_(2).jpg,Positive,Matches,
3605-014999-0,3605-014999-0.jpg,North China Magazine 1939-6-12_Page_026_(1).jpg,Positive,Matches,
3605-015037-0,3605-015037-0.jpg,North China Magazine 1939-6-12_Page_028_(5).jpg,Positive,Matches,
3605-015038-0,3605-015038-0.jpg,North China Magazine 1939-6-12_Page_027_(3).jpg,Negative,Matches,
3605-015039-0,3605-015039-0.jpg,North China Magazine 1939-6-12_Page_027_(3).jpg,Negative,Matches,
3605-015041-0,3605-015041-0.jpg,North China Magazine 1939-6-12_Page_028_(4).jpg,Positive,Matches,
3605-015042-0,3605-015042-0.jpg,North China Magazine 1940-1-12_Page_455_(1).jpg,Positive,Matches,
3605-015045-0,3605-015045-0.jpg,North China Magazine 1940-1-12_Page_454_(3).jpg,Positive,Matches,
3605-015046-0,3605-015046-0.jpg,North China Magazine 1940-1-12_Page_454_(3).jpg,Negative,Matches,
3605-015066-0,3605-015066-0.jpg,North China Magazine 1939-6-12_Page_029.jpg,Positive,Matches,
3605-015068-0,3605-015068-0.jpg,North China Magazine 1940-1-12_Page_454_(2).jpg,Positive,Matches,
3605-015069-0,3605-015069-0.jpg,North China Magazine 1940-1-12_Page_454_(2).jpg,Negative,Matches,
3605-015070-0,3605-015070-0.jpg,North China Magazine 1939-6-12_Page_029.jpg,Negative,Matches,
3605-015071-0,3605-015071-0.jpg,North China Magazine 1940-1-12_Page_454_(2).jpg,Negative,Matches,
3605-015079-0,3605-015079-0.jpg,North China Magazine 1939-6-12_Page_298.jpg,Positive,Matches,
3605-015080-0,3605-015080-0.jpg,North China Magazine 1939-6-12_Page_299.jpg,Positive,Matches,
3605-015081-0_(1),3605-015081-0_(1).jpg,North China Magazine 1939-6-12_Page_299.jpg,Negative,Matches,
3605-015082-0_(2),3605-015082-0_(2).jpg,North China Magazine 1939-6-12_Page_299.jpg,Negative,Matches,
3605-015086-1,3605-015086-1.jpg,North China Magazine 1940-1-12_Page_068_(3).jpg,Positive,Matches,
3605-015086-2,3605-015086-2.jpg,North China Magazine 1940-1-12_Page_068_(3).jpg,Positive,Matches,
3605-015226-1,3605-015226-1.jpg,North China Magazine 1942-1-12_Page_335.jpg,Positive,Matches,
3605-015252-0,3605-015252-0.jpg,North China Magazine 1940-1-12_Page_298.jpg,Negative,Matches,
